id,name,item_type,category,parent_company,ultimate_parent,ownership_type,ticker_or_jurisdiction,is_surprising_or_subterfuge,subterfuge_details,top_10_percent_enrichment_pct,ethical_swap_recommendation
garnier-whole-blends-honey-treasures-restoring-hair-mask-tub,Garnier Whole Blends Honey Treasures Restoring Hair Mask Tub,product,Personal Care & Cosmetics,L'Oréal,L'Oréal S.A.,Public Conglomerate (Bettencourt Meyers Family & Nestlé),Euronext: OR,True,"Manufactured by Garnier, a division of L'Oréal. Brands acquired or engineered by French cosmetics giant L'Oréal S.A., disguising dermatological or indie cred.",92.0,100% Pure / Badger Balm / Ilia Beauty / Pipette Baby / Alaffia
the-ordinary,The Ordinary,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
the-ordinary-niacinamide-10-zinc-1-high-strength-serum-1oz,The Ordinary Niacinamide 10% + Zinc 1% High-Strength Serum 1oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by The Ordinary, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
the-ordinary-hyaluronic-acid-2-b5-hydration-support-serum,The Ordinary Hyaluronic Acid 2% + B5 Hydration Support Serum,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by The Ordinary, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
the-ordinary-aha-30-bha-2-peeling-solution-exfoliating-facial,The Ordinary AHA 30% + BHA 2% Peeling Solution Exfoliating Facial,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by The Ordinary, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
le-labo,Le Labo,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
le-labo-santal-33-eau-de-parfum-17oz-bottle,Le Labo Santal 33 Eau de Parfum 1.7oz Bottle,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Le Labo, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
le-labo-thé-noir-29-eau-de-parfum-34oz-spray,Le Labo Thé Noir 29 Eau de Parfum 3.4oz Spray,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Le Labo, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
jo-malone-london,Jo Malone London,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
jo-malone-london-wood-sage-sea-salt-cologne-34oz,Jo Malone London Wood Sage & Sea Salt Cologne 3.4oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Jo Malone London, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
jo-malone-english-pear-freesia-home-candle,Jo Malone English Pear & Freesia Home Candle,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Jo Malone London, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
clinique,Clinique,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
clinique-dramatically-different-moisturizing-lotion-pump-bottle-42oz,Clinique Dramatically Different Moisturizing Lotion+ Pump Bottle 4.2oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Clinique, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
clinique-take-the-day-off-cleansing-balm-makeup-remover-tub,Clinique Take The Day Off Cleansing Balm Makeup Remover Tub,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Clinique, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
clinique-almost-lipstick-in-black-honey-cult-classic,Clinique Almost Lipstick in Black Honey Cult Classic,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Clinique, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
mac-cosmetics,MAC Cosmetics,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
mac-matte-lipstick-in-velvet-teddy-cult-neutral,MAC Matte Lipstick in Velvet Teddy Cult Neutral,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by MAC Cosmetics, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
mac-studio-fix-fluid-foundation-spf-15-matte-finish,MAC Studio Fix Fluid Foundation SPF 15 Matte Finish,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by MAC Cosmetics, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
mac-prep-prime-fix-finishing-mist-spray,MAC Prep + Prime Fix+ Finishing Mist Spray,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by MAC Cosmetics, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
bobbi-brown,Bobbi Brown,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
bobbi-brown-vitamin-enriched-face-base-primer-moisturizer-tub-17oz,Bobbi Brown Vitamin Enriched Face Base Primer & Moisturizer Tub 1.7oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Bobbi Brown, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
bobbi-brown-long-wear-gel-eyeliner-pot,Bobbi Brown Long-Wear Gel Eyeliner Pot,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Bobbi Brown, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
origins,Origins,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
origins-ginzing-oil-free-energy-boosting-gel-face-moisturizer-17oz,Origins GinZing Oil-Free Energy-Boosting Gel Face Moisturizer 1.7oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Origins, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
origins-checks-and-balances-frothy-face-wash-tube-5oz,Origins Checks and Balances Frothy Face Wash Tube 5oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Origins, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
aveda,Aveda,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
aveda-botanical-repair-strengthening-shampoo-338oz-liter,Aveda Botanical Repair Strengthening Shampoo 33.8oz Liter,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Aveda, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
aveda-rosemary-mint-purifying-shampoo-liter-bottle,Aveda Rosemary Mint Purifying Shampoo Liter Bottle,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Aveda, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
aveda-shampure-nurturing-conditioner,Aveda Shampure Nurturing Conditioner,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Aveda, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
too-faced,Too Faced,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
too-faced-better-than-sex-volumizing-waterproof-mascara,Too Faced Better Than Sex Volumizing Waterproof Mascara,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Too Faced, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
too-faced-born-this-way-super-coverage-multi-use-concealer,Too Faced Born This Way Super Coverage Multi-Use Concealer,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Too Faced, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
smashbox,Smashbox,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
smashbox-the-original-photo-finish-smooth-blur-primer-tube-1oz,Smashbox The Original Photo Finish Smooth & Blur Primer Tube 1oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Smashbox, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
bumble-and-bumble,Bumble and bumble,brand,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.,91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
bumble-and-bumble-surf-spray-salt-infused-styling-texture-spray-4oz,Bumble and bumble Surf Spray Salt-Infused Styling Texture Spray 4oz,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Bumble and bumble, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
bumble-and-bumble-hairdressers-invisible-oil-heat-primer,Bumble and bumble Hairdresser's Invisible Oil Heat Primer,product,Personal Care & Cosmetics,Estée Lauder,The Estée Lauder Companies Inc.,Public Conglomerate (Lauder Family Controlled),NYSE: EL,True,"Manufactured by Bumble and bumble, a division of Estée Lauder. Luxury and clinical cosmetic brands consolidated under The Estée Lauder Companies.",91.5,Meow Meow Tweet / Pure Haven / Local Herbalist Formulations / Fat and the Moon
neutrogena,Neutrogena,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neutrogena-hydro-boost-water-gel-facial-moisturizer-with-hyaluronic-acid,Neutrogena Hydro Boost Water Gel Facial Moisturizer with Hyaluronic Acid,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Neutrogena, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neutrogena-ultra-sheer-dry-touch-sunscreen-lotion-spf-70,Neutrogena Ultra Sheer Dry-Touch Sunscreen Lotion SPF 70,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Neutrogena, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neutrogena-oil-free-pink-grapefruit-acne-face-wash,Neutrogena Oil-Free Pink Grapefruit Acne Face Wash,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Neutrogena, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neutrogena-makeup-remover-cleansing-towelettes-wipes-25-pack,Neutrogena Makeup Remover Cleansing Towelettes Wipes 25-Pack,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Neutrogena, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
aveeno,Aveeno,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
aveeno-daily-moisturizing-body-lotion-with-soothing-prebiotic-oat-18oz,Aveeno Daily Moisturizing Body Lotion with Soothing Prebiotic Oat 18oz,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Aveeno, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
aveeno-skin-relief-fragrance-free-body-wash-33oz-pump,Aveeno Skin Relief Fragrance-Free Body Wash 33oz Pump,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Aveeno, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
aveeno-baby-daily-moisture-lotion-for-delicate-skin,Aveeno Baby Daily Moisture Lotion for Delicate Skin,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Aveeno, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
ogx,OGX,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
ogx-renewing-argan-oil-of-morocco-penetrating-hair-oil-33oz,OGX Renewing + Argan Oil of Morocco Penetrating Hair Oil 3.3oz,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by OGX, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
ogx-nourishing-coconut-milk-shampoo-bottle-13oz,OGX Nourishing + Coconut Milk Shampoo Bottle 13oz,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by OGX, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
ogx-thick-full-biotin-collagen-conditioner,OGX Thick & Full + Biotin & Collagen Conditioner,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by OGX, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
maui-moisture,Maui Moisture,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
maui-moisture-heal-hydrate-shea-butter-hair-mask-tub-12oz,Maui Moisture Heal & Hydrate + Shea Butter Hair Mask Tub 12oz,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Maui Moisture, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
maui-moisture-vanilla-bean-conditioner-for-frizzy-hair,Maui Moisture Vanilla Bean Conditioner for Frizzy Hair,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Maui Moisture, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
clean-clear,Clean & Clear,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
clean-clear-essentials-foaming-daily-facial-cleanser-8oz,Clean & Clear Essentials Foaming Daily Facial Cleanser 8oz,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Clean & Clear, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
clean-clear-morning-burst-citrus-facial-cleanser-with-bursting-beads,Clean & Clear Morning Burst Citrus Facial Cleanser with Bursting Beads,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Clean & Clear, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
band-aid,Band-Aid,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
band-aid-brand-flexible-fabric-adhesive-bandages-assorted-sizes-100-pack,Band-Aid Brand Flexible Fabric Adhesive Bandages Assorted Sizes 100-Pack,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Band-Aid, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
band-aid-water-block-tough-strips-waterproof-bandages,Band-Aid Water Block Tough-Strips Waterproof Bandages,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Band-Aid, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neosporin,Neosporin,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neosporin-pain-relief-dual-action-first-aid-antibiotic-ointment-tube,Neosporin + Pain Relief Dual Action First Aid Antibiotic Ointment Tube,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Neosporin, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
neosporin-original-triple-antibiotic-first-aid-ointment,Neosporin Original Triple Antibiotic First Aid Ointment,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Neosporin, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
listerine,Listerine,brand,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).,90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
listerine-cool-mint-antiseptic-mouthwash-1-liter-bottle,Listerine Cool Mint Antiseptic Mouthwash 1-Liter Bottle,product,Personal Care & Cosmetics,Kenvue (Johnson & Johnson spin-off),Kenvue Inc.,Public Conglomerate,NYSE: KVUE,True,"Manufactured by Listerine, a division of Kenvue (Johnson & Johnson spin-off). Spun off from Johnson & Johnson in 2023 to quarantine consumer product liabilities (talc litigation).",90.0,Badger Balm / Dr. Bronner's / Earth Mama Organics / Independent Bulk Apothecaries
